學年別,縣市別,國民小學總計計,國民小學總計男,國民小學總計女,國民小學國立計,國民小學國立男,國民小學國立女,國民小學直轄市立計,國民小學直轄市立男,國民小學直轄市立女,國民小學縣市立計,國民小學縣市立男,國民小學縣市立女,國民小學私立計,國民小學私立男,國民小學私立女,國民中學總計計,國民中學總計男,國民中學總計女,國民中學國立計,國民中學國立男,國民中學國立女,國民中學直轄市立計,國民中學直轄市立男,國民中學直轄市立女,國民中學縣市立計,國民中學縣市立男,國民中學縣市立女,國民中學私立計,國民中學私立男,國民中學私立女
99學年,花蓮縣,266,147,119,8,3,5,-,-,-,254,142,112,4,2,2,106,65,41,-,-,-,-,-,-,106,65,41,-,-,-
99學年,澎湖縣,93,69,24,-,-,-,-,-,-,93,69,24,-,-,-,56,31,25,-,-,-,-,-,-,56,31,25,-,-,-
99學年,基隆市,141,92,49,-,-,-,-,-,-,139,91,48,2,1,1,79,38,41,-,-,-,-,-,-,79,38,41,-,-,-
99學年,新竹市,151,51,100,8,-,8,-,-,-,139,51,88,4,-,4,75,28,47,-,-,-,-,-,-,74,28,46,1,-,1
99學年,臺中市,351,145,206,7,3,4,-,-,-,326,133,193,18,9,9,150,73,77,-,-,-,-,-,-,148,71,77,2,2,-
99學年,嘉義市,98,41,57,8,1,7,-,-,-,90,40,50,-,-,-,49,30,19,-,-,-,-,-,-,49,30,19,-,-,-
99學年,臺南市,224,124,100,5,5,-,-,-,-,213,115,98,6,4,2,107,60,47,-,-,-,-,-,-,107,60,47,-,-,-
99學年,金門縣,42,31,11,-,-,-,-,-,-,42,31,11,-,-,-,24,18,6,-,-,-,-,-,-,24,18,6,-,-,-
99學年,連江縣,22,9,13,-,-,-,-,-,-,22,9,13,-,-,-,16,11,5,-,-,-,-,-,-,16,11,5,-,-,-
98學年,總計,9404,5419,3985,65,16,49,1343,637,706,7873,4721,3152,123,45,78,3935,2073,1862,-,-,-,566,237,329,3310,1808,1502,59,28,31
98學年,臺北市,885,385,500,12,3,9,835,369,466,-,-,-,38,13,25,367,139,228,-,-,-,358,137,221,-,-,-,9,2,7
98學年,高雄市,508,268,240,-,-,-,508,268,240,-,-,-,-,-,-,210,101,109,-,-,-,208,100,108,-,-,-,2,1,1
98學年,臺北縣,848,462,386,-,-,-,-,-,-,826,455,371,22,7,15,349,175,174,-,-,-,-,-,-,342,170,172,7,5,2
98學年,宜蘭縣,252,159,93,-,-,-,-,-,-,252,159,93,-,-,-,125,80,45,-,-,-,-,-,-,125,80,45,-,-,-
98學年,桃園縣,706,373,333,-,-,-,-,-,-,701,371,330,5,2,3,324,148,176,-,-,-,-,-,-,324,148,176,-,-,-
98學年,新竹縣,260,146,114,-,-,-,-,-,-,258,145,113,2,1,1,139,63,76,-,-,-,-,-,-,137,61,76,2,2,-
98學年,苗栗縣,346,206,140,-,-,-,-,-,-,346,206,140,-,-,-,147,77,70,-,-,-,-,-,-,147,77,70,-,-,-
98學年,臺中縣,703,441,262,-,-,-,-,-,-,698,439,259,5,2,3,273,150,123,-,-,-,-,-,-,273,150,123,-,-,-
98學年,彰化縣,701,440,261,-,-,-,-,-,-,701,440,261,-,-,-,222,130,92,-,-,-,-,-,-,222,130,92,-,-,-
98學年,南投縣,392,252,140,-,-,-,-,-,-,384,250,134,8,2,6,147,82,65,-,-,-,-,-,-,141,81,60,6,1,5
98學年,雲林縣,420,244,176,-,-,-,-,-,-,416,241,175,4,3,1,161,98,63,-,-,-,-,-,-,149,90,59,12,8,4
98學年,嘉義縣,334,203,131,-,-,-,-,-,-,334,203,131,-,-,-,120,65,55,-,-,-,-,-,-,120,65,55,-,-,-
98學年,臺南縣,477,330,147,-,-,-,-,-,-,477,330,147,-,-,-,201,119,82,-,-,-,-,-,-,194,115,79,7,4,3
98學年,高雄縣,515,323,192,-,-,-,-,-,-,515,323,192,-,-,-,228,129,99,-,-,-,-,-,-,228,129,99,-,-,-
98學年,屏東縣,456,335,121,8,2,6,-,-,-,448,333,115,-,-,-,188,104,84,-,-,-,-,-,-,182,102,80,6,2,4
98學年,臺東縣,219,136,83,8,1,7,-,-,-,208,135,73,3,-,3,86,53,33,-,-,-,-,-,-,83,53,30,3,-,3
98學年,花蓮縣,259,146,113,8,2,6,-,-,-,247,144,103,4,-,4,106,61,45,-,-,-,-,-,-,106,61,45,-,-,-
98學年,澎湖縣,93,66,27,-,-,-,-,-,-,93,66,27,-,-,-,55,33,22,-,-,-,-,-,-,55,33,22,-,-,-
98學年,基隆市,150,95,55,-,-,-,-,-,-,148,94,54,2,1,1,77,40,37,-,-,-,-,-,-,77,40,37,-,-,-
98學年,新竹市,151,53,98,8,-,8,-,-,-,138,52,86,5,1,4,67,30,37,-,-,-,-,-,-,64,29,35,3,1,2
98學年,臺中市,342,145,197,8,2,6,-,-,-,315,134,181,19,9,10,147,70,77,-,-,-,-,-,-,145,68,77,2,2,-
98學年,嘉義市,100,39,61,8,1,7,-,-,-,92,38,54,-,-,-,49,29,20,-,-,-,-,-,-,49,29,20,-,-,-
98學年,臺南市,223,129,94,5,5,-,-,-,-,212,120,92,6,4,2,107,66,41,-,-,-,-,-,-,107,66,41,-,-,-
98學年,金門縣,42,32,10,-,-,-,-,-,-,42,32,10,-,-,-,27,22,5,-,-,-,-,-,-,27,22,5,-,-,-
98學年,連江縣,22,11,11,-,-,-,-,-,-,22,11,11,-,-,-,13,9,4,-,-,-,-,-,-,13,9,4,-,-,-
97學年,總計,9281,5422,3859,63,15,48,1338,616,722,7756,4745,3011,124,46,78,3910,2094,1816,-,-,-,566,241,325,3285,1820,1465,59,33,26
97學年,臺北市,882,369,513,12,2,10,831,353,478,-,-,-,39,14,25,364,141,223,-,-,-,356,139,217,-,-,-,8,2,6
97學年,高雄市,507,263,244,-,-,-,507,263,244,-,-,-,-,-,-,213,103,110,-,-,-,210,102,108,-,-,-,3,1,2
97學年,臺北縣,836,471,365,-,-,-,-,-,-,812,464,348,24,7,17,354,184,170,-,-,-,-,-,-,345,177,168,9,7,2
97學年,宜蘭縣,255,161,94,-,-,-,-,-,-,255,161,94,-,-,-,124,83,41,-,-,-,-,-,-,124,83,41,-,-,-
97學年,桃園縣,699,373,326,-,-,-,-,-,-,694,371,323,5,2,3,322,151,171,-,-,-,-,-,-,322,151,171,-,-,-
97學年,新竹縣,258,145,113,-,-,-,-,-,-,256,143,113,2,2,-,136,64,72,-,-,-,-,-,-,134,62,72,2,2,-
97學年,苗栗縣,339,202,137,-,-,-,-,-,-,339,202,137,-,-,-,148,73,75,-,-,-,-,-,-,148,73,75,-,-,-
97學年,臺中縣,715,435,280,-,-,-,-,-,-,710,434,276,5,1,4,266,146,120,-,-,-,-,-,-,266,146,120,-,-,-
97學年,彰化縣,655,435,220,-,-,-,-,-,-,655,435,220,-,-,-,219,134,85,-,-,-,-,-,-,219,134,85,-,-,-
97學年,南投縣,395,251,144,-,-,-,-,-,-,387,248,139,8,3,5,151,88,63,-,-,-,-,-,-,145,86,59,6,2,4
97學年,雲林縣,415,248,167,-,-,-,-,-,-,411,245,166,4,3,1,162,100,62,-,-,-,-,-,-,149,91,58,13,9,4
97學年,嘉義縣,334,206,128,-,-,-,-,-,-,334,206,128,-,-,-,111,60,51,-,-,-,-,-,-,111,60,51,-,-,-
97學年,臺南縣,460,329,131,-,-,-,-,-,-,460,329,131,-,-,-,201,122,79,-,-,-,-,-,-,194,118,76,7,4,3
97學年,高雄縣,496,325,171,-,-,-,-,-,-,496,325,171,-,-,-,228,124,104,-,-,-,-,-,-,228,124,104,-,-,-
97學年,屏東縣,463,339,124,8,2,6,-,-,-,455,337,118,-,-,-,183,105,78,-,-,-,-,-,-,178,103,75,5,2,3
97學年,臺東縣,217,138,79,8,1,7,-,-,-,209,137,72,-,-,-,84,52,32,-,-,-,-,-,-,84,52,32,-,-,-
97學年,花蓮縣,263,152,111,8,1,7,-,-,-,251,149,102,4,2,2,106,60,46,-,-,-,-,-,-,106,60,46,-,-,-
97學年,澎湖縣,91,67,24,-,-,-,-,-,-,91,67,24,-,-,-,55,35,20,-,-,-,-,-,-,55,35,20,-,-,-
97學年,基隆市,136,91,45,-,-,-,-,-,-,134,91,43,2,-,2,78,42,36,-,-,-,-,-,-,78,42,36,-,-,-
97學年,新竹市,144,53,91,8,-,8,-,-,-,131,52,79,5,1,4,66,31,35,-,-,-,-,-,-,63,30,33,3,1,2
97學年,臺中市,336,153,183,7,3,4,-,-,-,309,142,167,20,8,12,144,73,71,-,-,-,-,-,-,141,70,71,3,3,-
97學年,嘉義市,96,41,55,7,1,6,-,-,-,89,40,49,-,-,-,48,29,19,-,-,-,-,-,-,48,29,19,-,-,-
97學年,臺南市,225,130,95,5,5,-,-,-,-,214,122,92,6,3,3,108,63,45,-,-,-,-,-,-,108,63,45,-,-,-
97學年,金門縣,42,35,7,-,-,-,-,-,-,42,35,7,-,-,-,27,22,5,-,-,-,-,-,-,27,22,5,-,-,-
97學年,連江縣,22,10,12,-,-,-,-,-,-,22,10,12,-,-,-,12,9,3,-,-,-,-,-,-,12,9,3,-,-,-
""
