學年別,縣市別,國民小學總計計,國民小學總計男,國民小學總計女,國民小學國立計,國民小學國立男,國民小學國立女,國民小學直轄市立計,國民小學直轄市立男,國民小學直轄市立女,國民小學縣市立計,國民小學縣市立男,國民小學縣市立女,國民小學私立計,國民小學私立男,國民小學私立女,國民中學總計計,國民中學總計男,國民中學總計女,國民中學國立計,國民中學國立男,國民中學國立女,國民中學直轄市立計,國民中學直轄市立男,國民中學直轄市立女,國民中學縣市立計,國民中學縣市立男,國民中學縣市立女,國民中學私立計,國民中學私立男,國民中學私立女
99學年,屏東縣,815,428,387,14,2,12,-,-,-,801,426,375,-,-,-,334,172,162,-,-,-,-,-,-,325,167,158,9,5,4
99學年,臺東縣,310,144,166,13,3,10,-,-,-,293,139,154,4,2,2,163,72,91,-,-,-,-,-,-,159,70,89,4,2,2
99學年,花蓮縣,365,148,217,17,8,9,-,-,-,344,137,207,4,3,1,170,76,94,-,-,-,-,-,-,170,76,94,-,-,-
99學年,澎湖縣,130,62,68,-,-,-,-,-,-,130,62,68,-,-,-,71,39,32,-,-,-,-,-,-,71,39,32,-,-,-
99學年,基隆市,336,139,197,-,-,-,-,-,-,333,138,195,3,1,2,177,68,109,-,-,-,-,-,-,177,68,109,-,-,-
99學年,新竹市,332,103,229,15,6,9,-,-,-,309,92,217,8,5,3,156,60,96,-,-,-,-,-,-,155,59,96,1,1,-
99學年,臺中市,805,305,500,15,2,13,-,-,-,772,296,476,18,7,11,331,139,192,-,-,-,-,-,-,329,139,190,2,-,2
99學年,嘉義市,247,102,145,17,5,12,-,-,-,230,97,133,-,-,-,98,48,50,-,-,-,-,-,-,98,48,50,-,-,-
99學年,臺南市,479,218,261,18,7,11,-,-,-,451,208,243,10,3,7,229,104,125,-,-,-,-,-,-,229,104,125,-,-,-
99學年,金門縣,75,35,40,-,-,-,-,-,-,75,35,40,-,-,-,39,23,16,-,-,-,-,-,-,39,23,16,-,-,-
99學年,連江縣,16,5,11,-,-,-,-,-,-,16,5,11,-,-,-,15,10,5,-,-,-,-,-,-,15,10,5,-,-,-
98學年,總計,17211,8005,9206,131,45,86,2716,1044,1672,14206,6848,7358,158,68,90,7981,3485,4496,-,-,-,1200,466,734,6686,2964,3722,95,55,40
98學年,臺北市,1805,678,1127,21,7,14,1727,651,1076,-,-,-,57,20,37,813,322,491,-,-,-,800,315,485,-,-,-,13,7,6
98學年,高雄市,989,393,596,-,-,-,989,393,596,-,-,-,-,-,-,401,151,250,-,-,-,400,151,249,-,-,-,1,-,1
98學年,臺北縣,1888,883,1005,-,-,-,-,-,-,1868,871,997,20,12,8,838,314,524,-,-,-,-,-,-,825,304,521,13,10,3
98學年,宜蘭縣,458,232,226,-,-,-,-,-,-,458,232,226,-,-,-,259,117,142,-,-,-,-,-,-,259,117,142,-,-,-
98學年,桃園縣,1635,775,860,-,-,-,-,-,-,1631,775,856,4,-,4,728,308,420,-,-,-,-,-,-,728,308,420,-,-,-
98學年,新竹縣,491,178,313,-,-,-,-,-,-,479,170,309,12,8,4,238,80,158,-,-,-,-,-,-,231,77,154,7,3,4
98學年,苗栗縣,616,283,333,-,-,-,-,-,-,616,283,333,-,-,-,250,96,154,-,-,-,-,-,-,250,96,154,-,-,-
98學年,臺中縣,943,556,387,-,-,-,-,-,-,935,554,381,8,2,6,601,302,299,-,-,-,-,-,-,601,302,299,-,-,-
98學年,彰化縣,949,519,430,-,-,-,-,-,-,949,519,430,-,-,-,459,235,224,-,-,-,-,-,-,459,235,224,-,-,-
98學年,南投縣,561,286,275,-,-,-,-,-,-,548,281,267,13,5,8,227,116,111,-,-,-,-,-,-,215,111,104,12,5,7
98學年,雲林縣,750,355,395,-,-,-,-,-,-,746,352,394,4,3,1,330,157,173,-,-,-,-,-,-,304,139,165,26,18,8
98學年,嘉義縣,433,262,171,-,-,-,-,-,-,433,262,171,-,-,-,222,92,130,-,-,-,-,-,-,222,92,130,-,-,-
98學年,臺南縣,609,366,243,-,-,-,-,-,-,609,366,243,-,-,-,336,157,179,-,-,-,-,-,-,328,151,177,8,6,2
98學年,高雄縣,1183,530,653,-,-,-,-,-,-,1183,530,653,-,-,-,445,182,263,-,-,-,-,-,-,445,182,263,-,-,-
98學年,屏東縣,825,427,398,14,4,10,-,-,-,811,423,388,-,-,-,390,208,182,-,-,-,-,-,-,381,203,178,9,5,4
98學年,臺東縣,307,142,165,12,3,9,-,-,-,292,138,154,3,1,2,155,69,86,-,-,-,-,-,-,150,68,82,5,1,4
98學年,花蓮縣,365,163,202,17,9,8,-,-,-,344,151,193,4,3,1,183,82,101,-,-,-,-,-,-,183,82,101,-,-,-
98學年,澎湖縣,130,63,67,-,-,-,-,-,-,130,63,67,-,-,-,72,41,31,-,-,-,-,-,-,72,41,31,-,-,-
98學年,基隆市,344,142,202,-,-,-,-,-,-,341,141,200,3,1,2,177,66,111,-,-,-,-,-,-,177,66,111,-,-,-
98學年,新竹市,320,100,220,16,7,9,-,-,-,301,92,209,3,1,2,144,57,87,-,-,-,-,-,-,144,57,87,-,-,-
98學年,臺中市,800,315,485,17,3,14,-,-,-,766,303,463,17,9,8,324,140,184,-,-,-,-,-,-,323,140,183,1,-,1
98學年,嘉義市,244,101,143,17,5,12,-,-,-,227,96,131,-,-,-,99,52,47,-,-,-,-,-,-,99,52,47,-,-,-
98學年,臺南市,475,218,257,17,7,10,-,-,-,448,208,240,10,3,7,235,109,126,-,-,-,-,-,-,235,109,126,-,-,-
98學年,金門縣,75,33,42,-,-,-,-,-,-,75,33,42,-,-,-,42,24,18,-,-,-,-,-,-,42,24,18,-,-,-
98學年,連江縣,16,5,11,-,-,-,-,-,-,16,5,11,-,-,-,13,8,5,-,-,-,-,-,-,13,8,5,-,-,-
97學年,總計,17381,8118,9263,128,43,85,2727,1057,1670,14363,6952,7411,163,66,97,7860,3470,4390,-,-,-,1209,476,733,6554,2935,3619,97,59,38
97學年,臺北市,1809,683,1126,21,7,14,1728,655,1073,-,-,-,60,21,39,815,327,488,-,-,-,804,321,483,-,-,-,11,6,5
97學年,高雄市,999,402,597,-,-,-,999,402,597,-,-,-,-,-,-,407,156,251,-,-,-,405,155,250,-,-,-,2,1,1
97學年,臺北縣,1869,896,973,-,-,-,-,-,-,1845,883,962,24,13,11,834,315,519,-,-,-,-,-,-,818,304,514,16,11,5
97學年,宜蘭縣,468,227,241,-,-,-,-,-,-,468,227,241,-,-,-,260,127,133,-,-,-,-,-,-,260,127,133,-,-,-
97學年,桃園縣,1650,787,863,-,-,-,-,-,-,1646,787,859,4,-,4,715,294,421,-,-,-,-,-,-,715,294,421,-,-,-
97學年,新竹縣,488,187,301,-,-,-,-,-,-,477,182,295,11,5,6,233,80,153,-,-,-,-,-,-,226,77,149,7,3,4
97學年,苗栗縣,618,276,342,-,-,-,-,-,-,618,276,342,-,-,-,249,98,151,-,-,-,-,-,-,249,98,151,-,-,-
97學年,臺中縣,960,565,395,-,-,-,-,-,-,952,563,389,8,2,6,584,302,282,-,-,-,-,-,-,584,302,282,-,-,-
97學年,彰化縣,1010,538,472,-,-,-,-,-,-,1010,538,472,-,-,-,450,222,228,-,-,-,-,-,-,450,222,228,-,-,-
97學年,南投縣,539,288,251,-,-,-,-,-,-,523,281,242,16,7,9,229,119,110,-,-,-,-,-,-,215,112,103,14,7,7
97學年,雲林縣,762,359,403,-,-,-,-,-,-,759,356,403,3,3,-,325,158,167,-,-,-,-,-,-,299,140,159,26,18,8
97學年,嘉義縣,424,251,173,-,-,-,-,-,-,424,251,173,-,-,-,200,83,117,-,-,-,-,-,-,200,83,117,-,-,-
97學年,臺南縣,621,363,258,-,-,-,-,-,-,621,363,258,-,-,-,335,161,174,-,-,-,-,-,-,327,155,172,8,6,2
97學年,高雄縣,1180,541,639,-,-,-,-,-,-,1180,541,639,-,-,-,427,193,234,-,-,-,-,-,-,427,193,234,-,-,-
97學年,屏東縣,894,473,421,13,4,9,-,-,-,881,469,412,-,-,-,357,185,172,-,-,-,-,-,-,346,179,167,11,6,5
97學年,臺東縣,311,143,168,13,3,10,-,-,-,298,140,158,-,-,-,157,74,83,-,-,-,-,-,-,157,74,83,-,-,-
97學年,花蓮縣,373,157,216,17,9,8,-,-,-,353,147,206,3,1,2,189,87,102,-,-,-,-,-,-,189,87,102,-,-,-
97學年,澎湖縣,135,69,66,-,-,-,-,-,-,135,69,66,-,-,-,71,35,36,-,-,-,-,-,-,71,35,36,-,-,-
97學年,基隆市,355,147,208,-,-,-,-,-,-,351,147,204,4,-,4,179,69,110,-,-,-,-,-,-,179,69,110,-,-,-
97學年,新竹市,312,98,214,15,7,8,-,-,-,295,90,205,2,1,1,147,61,86,-,-,-,-,-,-,147,61,86,-,-,-
97學年,臺中市,793,311,482,17,3,14,-,-,-,758,299,459,18,9,9,314,129,185,-,-,-,-,-,-,312,128,184,2,1,1
97學年,嘉義市,238,103,135,15,4,11,-,-,-,223,99,124,-,-,-,94,49,45,-,-,-,-,-,-,94,49,45,-,-,-
97學年,臺南市,481,215,266,17,6,11,-,-,-,454,205,249,10,4,6,234,114,120,-,-,-,-,-,-,234,114,120,-,-,-
97學年,金門縣,75,31,44,-,-,-,-,-,-,75,31,44,-,-,-,42,24,18,-,-,-,-,-,-,42,24,18,-,-,-
97學年,連江縣,17,8,9,-,-,-,-,-,-,17,8,9,-,-,-,13,8,5,-,-,-,-,-,-,13,8,5,-,-,-
""
