學年別,縣市別,國民小學總計計,國民小學總計男,國民小學總計女,國民小學國立計,國民小學國立男,國民小學國立女,國民小學直轄市立計,國民小學直轄市立男,國民小學直轄市立女,國民小學縣市立計,國民小學縣市立男,國民小學縣市立女,國民小學私立計,國民小學私立男,國民小學私立女,國民中學總計計,國民中學總計男,國民中學總計女,國民中學國立計,國民中學國立男,國民中學國立女,國民中學直轄市立計,國民中學直轄市立男,國民中學直轄市立女,國民中學縣市立計,國民中學縣市立男,國民中學縣市立女,國民中學私立計,國民中學私立男,國民中學私立女
99學年,基隆市,43,29,14,-,-,-,-,-,-,42,28,14,1,1,-,13,11,2,-,-,-,-,-,-,13,11,2,-,-,-
99學年,新竹市,32,13,19,1,-,1,-,-,-,29,13,16,2,-,2,13,7,6,-,-,-,-,-,-,12,7,5,1,-,1
99學年,臺中市,69,42,27,1,1,-,-,-,-,63,39,24,5,2,3,25,16,9,-,-,-,-,-,-,24,15,9,1,1,-
99學年,嘉義市,20,12,8,1,1,-,-,-,-,19,11,8,-,-,-,8,7,1,-,-,-,-,-,-,8,7,1,-,-,-
99學年,臺南市,49,37,12,1,1,-,-,-,-,46,36,10,2,-,2,18,11,7,-,-,-,-,-,-,18,11,7,-,-,-
99學年,金門縣,19,19,-,-,-,-,-,-,-,19,19,-,-,-,-,5,4,1,-,-,-,-,-,-,5,4,1,-,-,-
99學年,連江縣,8,6,2,-,-,-,-,-,-,8,6,2,-,-,-,5,4,1,-,-,-,-,-,-,5,4,1,-,-,-
98學年,總計,2658,1915,743,9,8,1,229,140,89,2383,1753,630,37,14,23,740,522,218,-,-,-,94,55,39,629,453,176,17,14,3
98學年,臺北市,153,87,66,2,2,-,141,80,61,-,-,-,10,5,5,62,29,33,-,-,-,59,27,32,-,-,-,3,2,1
98學年,高雄市,88,60,28,-,-,-,88,60,28,-,-,-,-,-,-,36,29,7,-,-,-,35,28,7,-,-,-,1,1,-
98學年,臺北縣,209,147,62,-,-,-,-,-,-,204,147,57,5,-,5,64,39,25,-,-,-,-,-,-,63,38,25,1,1,-
98學年,宜蘭縣,77,65,12,-,-,-,-,-,-,77,65,12,-,-,-,25,21,4,-,-,-,-,-,-,25,21,4,-,-,-
98學年,桃園縣,189,128,61,-,-,-,-,-,-,187,127,60,2,1,1,56,33,23,-,-,-,-,-,-,56,33,23,-,-,-
98學年,新竹縣,84,60,24,-,-,-,-,-,-,82,59,23,2,1,1,29,15,14,-,-,-,-,-,-,28,14,14,1,1,-
98學年,苗栗縣,121,83,38,-,-,-,-,-,-,121,83,38,-,-,-,30,25,5,-,-,-,-,-,-,30,25,5,-,-,-
98學年,臺中縣,166,125,41,-,-,-,-,-,-,165,125,40,1,-,1,46,33,13,-,-,-,-,-,-,46,33,13,-,-,-
98學年,彰化縣,175,128,47,-,-,-,-,-,-,175,128,47,-,-,-,39,31,8,-,-,-,-,-,-,39,31,8,-,-,-
98學年,南投縣,149,109,40,-,-,-,-,-,-,147,108,39,2,1,1,32,23,9,-,-,-,-,-,-,30,22,8,2,1,1
98學年,雲林縣,158,112,46,-,-,-,-,-,-,156,111,45,2,1,1,32,23,9,-,-,-,-,-,-,29,20,9,3,3,-
98學年,嘉義縣,127,98,29,-,-,-,-,-,-,127,98,29,-,-,-,23,21,2,-,-,-,-,-,-,23,21,2,-,-,-
98學年,臺南縣,163,128,35,-,-,-,-,-,-,163,128,35,-,-,-,42,35,7,-,-,-,-,-,-,40,33,7,2,2,-
98學年,高雄縣,153,114,39,-,-,-,-,-,-,153,114,39,-,-,-,43,25,18,-,-,-,-,-,-,43,25,18,-,-,-
98學年,屏東縣,167,135,32,1,1,-,-,-,-,166,134,32,-,-,-,36,29,7,-,-,-,-,-,-,35,29,6,1,-,1
98學年,臺東縣,92,70,22,1,1,-,-,-,-,90,68,22,1,1,-,22,21,1,-,-,-,-,-,-,21,20,1,1,1,-
98學年,花蓮縣,107,73,34,1,1,-,-,-,-,104,72,32,2,-,2,23,17,6,-,-,-,-,-,-,23,17,6,-,-,-
98學年,澎湖縣,41,33,8,-,-,-,-,-,-,41,33,8,-,-,-,14,11,3,-,-,-,-,-,-,14,11,3,-,-,-
98學年,基隆市,43,30,13,-,-,-,-,-,-,42,29,13,1,1,-,13,11,2,-,-,-,-,-,-,13,11,2,-,-,-
98學年,新竹市,32,14,18,1,-,1,-,-,-,29,13,16,2,1,1,13,7,6,-,-,-,-,-,-,12,6,6,1,1,-
98學年,臺中市,68,41,27,1,1,-,-,-,-,62,38,24,5,2,3,24,16,8,-,-,-,-,-,-,23,15,8,1,1,-
98學年,嘉義市,20,12,8,1,1,-,-,-,-,19,11,8,-,-,-,8,8,-,-,-,-,-,-,-,8,8,-,-,-,-
98學年,臺南市,49,37,12,1,1,-,-,-,-,46,36,10,2,-,2,18,11,7,-,-,-,-,-,-,18,11,7,-,-,-
98學年,金門縣,19,19,-,-,-,-,-,-,-,19,19,-,-,-,-,5,4,1,-,-,-,-,-,-,5,4,1,-,-,-
98學年,連江縣,8,7,1,-,-,-,-,-,-,8,7,1,-,-,-,5,5,-,-,-,-,-,-,-,5,5,-,-,-,-
97學年,總計,2654,1932,722,9,7,2,229,137,92,2379,1774,605,37,14,23,740,530,210,-,-,-,94,57,37,628,459,169,18,14,4
97學年,臺北市,153,85,68,2,2,-,141,78,63,-,-,-,10,5,5,62,29,33,-,-,-,59,27,32,-,-,-,3,2,1
97學年,高雄市,88,59,29,-,-,-,88,59,29,-,-,-,-,-,-,36,31,5,-,-,-,35,30,5,-,-,-,1,1,-
97學年,臺北縣,210,146,64,-,-,-,-,-,-,204,144,60,6,2,4,65,37,28,-,-,-,-,-,-,63,35,28,2,2,-
97學年,宜蘭縣,77,64,13,-,-,-,-,-,-,77,64,13,-,-,-,25,22,3,-,-,-,-,-,-,25,22,3,-,-,-
97學年,桃園縣,189,136,53,-,-,-,-,-,-,187,135,52,2,1,1,57,32,25,-,-,-,-,-,-,57,32,25,-,-,-
97學年,新竹縣,84,60,24,-,-,-,-,-,-,82,59,23,2,1,1,28,14,14,-,-,-,-,-,-,27,13,14,1,1,-
97學年,苗栗縣,120,82,38,-,-,-,-,-,-,120,82,38,-,-,-,30,25,5,-,-,-,-,-,-,30,25,5,-,-,-
97學年,臺中縣,166,125,41,-,-,-,-,-,-,165,125,40,1,-,1,46,34,12,-,-,-,-,-,-,46,34,12,-,-,-
97學年,彰化縣,175,132,43,-,-,-,-,-,-,175,132,43,-,-,-,39,31,8,-,-,-,-,-,-,39,31,8,-,-,-
97學年,南投縣,150,113,37,-,-,-,-,-,-,148,112,36,2,1,1,32,25,7,-,-,-,-,-,-,30,24,6,2,1,1
97學年,雲林縣,158,112,46,-,-,-,-,-,-,156,111,45,2,1,1,33,25,8,-,-,-,-,-,-,29,22,7,4,3,1
97學年,嘉義縣,127,100,27,-,-,-,-,-,-,127,100,27,-,-,-,22,22,-,-,-,-,-,-,-,22,22,-,-,-,-
97學年,臺南縣,163,130,33,-,-,-,-,-,-,163,130,33,-,-,-,42,35,7,-,-,-,-,-,-,40,33,7,2,2,-
97學年,高雄縣,152,115,37,-,-,-,-,-,-,152,115,37,-,-,-,43,27,16,-,-,-,-,-,-,43,27,16,-,-,-
97學年,屏東縣,166,132,34,1,1,-,-,-,-,165,131,34,-,-,-,36,27,9,-,-,-,-,-,-,35,27,8,1,-,1
97學年,臺東縣,91,70,21,1,1,-,-,-,-,90,69,21,-,-,-,21,20,1,-,-,-,-,-,-,21,20,1,-,-,-
97學年,花蓮縣,107,78,29,1,1,-,-,-,-,104,77,27,2,-,2,23,19,4,-,-,-,-,-,-,23,19,4,-,-,-
97學年,澎湖縣,41,34,7,-,-,-,-,-,-,41,34,7,-,-,-,14,11,3,-,-,-,-,-,-,14,11,3,-,-,-
97學年,基隆市,43,30,13,-,-,-,-,-,-,42,30,12,1,-,1,13,11,2,-,-,-,-,-,-,13,11,2,-,-,-
97學年,新竹市,31,13,18,1,-,1,-,-,-,28,12,16,2,1,1,13,7,6,-,-,-,-,-,-,12,6,6,1,1,-
97學年,臺中市,67,40,27,1,-,1,-,-,-,61,38,23,5,2,3,24,17,7,-,-,-,-,-,-,23,16,7,1,1,-
97學年,嘉義市,20,12,8,1,1,-,-,-,-,19,11,8,-,-,-,8,7,1,-,-,-,-,-,-,8,7,1,-,-,-
97學年,臺南市,49,38,11,1,1,-,-,-,-,46,37,9,2,-,2,18,13,5,-,-,-,-,-,-,18,13,5,-,-,-
97學年,金門縣,19,19,-,-,-,-,-,-,-,19,19,-,-,-,-,5,4,1,-,-,-,-,-,-,5,4,1,-,-,-
97學年,連江縣,8,7,1,-,-,-,-,-,-,8,7,1,-,-,-,5,5,-,-,-,-,-,-,-,5,5,-,-,-,-
""
