學年別,縣市別,國民小學總計計,國民小學總計男,國民小學總計女,國民小學國立計,國民小學國立男,國民小學國立女,國民小學直轄市立計,國民小學直轄市立男,國民小學直轄市立女,國民小學縣市立計,國民小學縣市立男,國民小學縣市立女,國民小學私立計,國民小學私立男,國民小學私立女,國民中學總計計,國民中學總計男,國民中學總計女,國民中學國立計,國民中學國立男,國民中學國立女,國民中學直轄市立計,國民中學直轄市立男,國民中學直轄市立女,國民中學縣市立計,國民中學縣市立男,國民中學縣市立女,國民中學私立計,國民中學私立男,國民中學私立女
98學年,總計,7681,1123,6558,48,7,41,1579,210,1369,5775,840,4935,279,66,213,6591,1280,5311,-,-,-,1408,221,1187,5033,1017,4016,150,42,108
98學年,臺北市,1195,179,1016,10,1,9,1115,159,956,-,-,-,70,19,51,1013,157,856,-,-,-,998,152,846,-,-,-,15,5,10
98學年,高雄市,471,52,419,-,-,-,464,51,413,-,-,-,7,1,6,412,69,343,-,-,-,410,69,341,-,-,-,2,-,2
98學年,臺北縣,798,105,693,-,-,-,-,-,-,754,95,659,44,10,34,611,87,524,-,-,-,-,-,-,586,77,509,25,10,15
98學年,宜蘭縣,270,61,209,-,-,-,-,-,-,268,60,208,2,1,1,197,57,140,-,-,-,-,-,-,197,57,140,-,-,-
98學年,桃園縣,498,60,438,-,-,-,-,-,-,486,58,428,12,2,10,553,108,445,-,-,-,-,-,-,553,108,445,-,-,-
98學年,新竹縣,217,37,180,-,-,-,-,-,-,203,33,170,14,4,10,195,32,163,-,-,-,-,-,-,186,28,158,9,4,5
98學年,苗栗縣,211,34,177,-,-,-,-,-,-,211,34,177,-,-,-,156,38,118,-,-,-,-,-,-,156,38,118,-,-,-
98學年,臺中縣,477,53,424,-,-,-,-,-,-,467,53,414,10,-,10,399,95,304,-,-,-,-,-,-,399,95,304,-,-,-
98學年,彰化縣,298,42,256,-,-,-,-,-,-,298,42,256,-,-,-,407,85,322,-,-,-,-,-,-,407,85,322,-,-,-
98學年,南投縣,191,28,163,-,-,-,-,-,-,178,22,156,13,6,7,224,64,160,-,-,-,-,-,-,206,61,145,18,3,15
98學年,雲林縣,304,52,252,-,-,-,-,-,-,285,46,239,19,6,13,259,43,216,-,-,-,-,-,-,224,36,188,35,7,28
98學年,嘉義縣,253,34,219,-,-,-,-,-,-,253,34,219,-,-,-,128,28,100,-,-,-,-,-,-,128,28,100,-,-,-
98學年,臺南縣,371,43,328,2,1,1,-,-,-,369,42,327,-,-,-,296,63,233,-,-,-,-,-,-,279,57,222,17,6,11
98學年,高雄縣,403,52,351,-,-,-,-,-,-,395,48,347,8,4,4,322,56,266,-,-,-,-,-,-,322,56,266,-,-,-
98學年,屏東縣,326,48,278,5,3,2,-,-,-,321,45,276,-,-,-,251,52,199,-,-,-,-,-,-,237,48,189,14,4,10
98學年,臺東縣,198,48,150,6,1,5,-,-,-,184,46,138,8,1,7,143,41,102,-,-,-,-,-,-,135,40,95,8,1,7
98學年,花蓮縣,244,47,197,5,-,5,-,-,-,227,47,180,12,-,12,161,43,118,-,-,-,-,-,-,161,43,118,-,-,-
98學年,澎湖縣,20,5,15,-,-,-,-,-,-,20,5,15,-,-,-,52,17,35,-,-,-,-,-,-,52,17,35,-,-,-
98學年,基隆市,143,27,116,-,-,-,-,-,-,140,27,113,3,-,3,124,29,95,-,-,-,-,-,-,124,29,95,-,-,-
98學年,新竹市,162,13,149,8,-,8,-,-,-,145,13,132,9,-,9,121,10,111,-,-,-,-,-,-,117,10,107,4,-,4
98學年,臺中市,277,41,236,3,-,3,-,-,-,241,32,209,33,9,24,219,31,188,-,-,-,-,-,-,216,29,187,3,2,1
98學年,嘉義市,66,6,60,5,-,5,-,-,-,61,6,55,-,-,-,84,13,71,-,-,-,-,-,-,84,13,71,-,-,-
98學年,臺南市,233,35,198,4,1,3,-,-,-,214,31,183,15,3,12,192,29,163,-,-,-,-,-,-,192,29,163,-,-,-
98學年,金門縣,47,17,30,-,-,-,-,-,-,47,17,30,-,-,-,50,23,27,-,-,-,-,-,-,50,23,27,-,-,-
98學年,連江縣,8,4,4,-,-,-,-,-,-,8,4,4,-,-,-,22,10,12,-,-,-,-,-,-,22,10,12,-,-,-
97學年,總計,7489,1042,6447,45,5,40,1613,217,1396,5564,763,4801,267,57,210,6554,1240,5314,-,-,-,1412,206,1206,4993,995,3998,149,39,110
97學年,臺北市,1221,187,1034,11,1,10,1145,170,975,-,-,-,65,16,49,1020,150,870,-,-,-,1006,148,858,-,-,-,14,2,12
97學年,高雄市,476,48,428,-,-,-,468,47,421,-,-,-,8,1,7,408,58,350,-,-,-,406,58,348,-,-,-,2,-,2
97學年,臺北縣,779,93,686,-,-,-,-,-,-,746,86,660,33,7,26,606,82,524,-,-,-,-,-,-,577,72,505,29,10,19
97學年,宜蘭縣,266,63,203,-,-,-,-,-,-,261,63,198,5,-,5,197,60,137,-,-,-,-,-,-,197,60,137,-,-,-
97學年,桃園縣,530,66,464,-,-,-,-,-,-,518,64,454,12,2,10,556,103,453,-,-,-,-,-,-,556,103,453,-,-,-
97學年,新竹縣,202,27,175,-,-,-,-,-,-,192,25,167,10,2,8,186,26,160,-,-,-,-,-,-,183,25,158,3,1,2
97學年,苗栗縣,154,19,135,-,-,-,-,-,-,154,19,135,-,-,-,151,34,117,-,-,-,-,-,-,151,34,117,-,-,-
97學年,臺中縣,472,50,422,-,-,-,-,-,-,462,50,412,10,-,10,393,85,308,-,-,-,-,-,-,393,85,308,-,-,-
97學年,彰化縣,243,27,216,-,-,-,-,-,-,243,27,216,-,-,-,409,86,323,-,-,-,-,-,-,409,86,323,-,-,-
97學年,南投縣,189,26,163,-,-,-,-,-,-,176,21,155,13,5,8,227,70,157,-,-,-,-,-,-,205,64,141,22,6,16
97學年,雲林縣,275,44,231,-,-,-,-,-,-,255,37,218,20,7,13,268,44,224,-,-,-,-,-,-,225,37,188,43,7,36
97學年,嘉義縣,257,39,218,-,-,-,-,-,-,257,39,218,-,-,-,128,28,100,-,-,-,-,-,-,128,28,100,-,-,-
97學年,臺南縣,356,34,322,2,-,2,-,-,-,354,34,320,-,-,-,298,61,237,-,-,-,-,-,-,282,56,226,16,5,11
97學年,高雄縣,368,49,319,-,-,-,-,-,-,352,43,309,16,6,10,318,55,263,-,-,-,-,-,-,318,55,263,-,-,-
97學年,屏東縣,313,40,273,4,2,2,-,-,-,309,38,271,-,-,-,252,54,198,-,-,-,-,-,-,240,49,191,12,5,7
97學年,臺東縣,189,45,144,6,-,6,-,-,-,183,45,138,-,-,-,136,40,96,-,-,-,-,-,-,136,40,96,-,-,-
97學年,花蓮縣,247,47,200,5,-,5,-,-,-,229,47,182,13,-,13,149,42,107,-,-,-,-,-,-,149,42,107,-,-,-
97學年,澎湖縣,12,1,11,-,-,-,-,-,-,12,1,11,-,-,-,52,18,34,-,-,-,-,-,-,52,18,34,-,-,-
97學年,基隆市,143,23,120,-,-,-,-,-,-,140,23,117,3,-,3,123,26,97,-,-,-,-,-,-,123,26,97,-,-,-
97學年,新竹市,165,17,148,5,-,5,-,-,-,150,16,134,10,1,9,117,15,102,-,-,-,-,-,-,112,14,98,5,1,4
97學年,臺中市,282,35,247,3,-,3,-,-,-,245,28,217,34,7,27,221,29,192,-,-,-,-,-,-,218,27,191,3,2,1
97學年,嘉義市,62,4,58,4,-,4,-,-,-,58,4,54,-,-,-,80,13,67,-,-,-,-,-,-,80,13,67,-,-,-
97學年,臺南市,233,36,197,5,2,3,-,-,-,213,31,182,15,3,12,189,29,160,-,-,-,-,-,-,189,29,160,-,-,-
97學年,金門縣,47,19,28,-,-,-,-,-,-,47,19,28,-,-,-,48,20,28,-,-,-,-,-,-,48,20,28,-,-,-
97學年,連江縣,8,3,5,-,-,-,-,-,-,8,3,5,-,-,-,22,12,10,-,-,-,-,-,-,22,12,10,-,-,-
""
